date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-15,4.2,4.37,4.16,4.12,0.0,-0.05,-1.19,4.28,4.592,4.525,0.0,689897.51,667649.39,0.0
2017-12-08,4.4,4.41,4.21,3.97,0.0,-0.16,-3.66,4.428,4.652,4.53,112792.69,747451.13,687948.64,0.0
2017-12-01,4.23,4.43,4.37,4.18,0.0,0.14,3.31,4.46,4.704,4.541,249319.08,867846.2,704031.05,0.0
2017-11-24,4.44,4.55,4.23,4.16,0.0,-0.2,-4.51,4.554,4.732,4.556,406137.38,1030292.85,724990.39,0.0
2017-11-17,4.86,4.95,4.43,4.39,0.0,-0.47,-9.59,4.726,4.781,4.573,698456.78,1101071.49,749173.29,0.0
2017-11-10,4.37,5.19,4.9,4.33,563963.44,0.53,12.13,4.904,4.773,4.586,1379795.03,1144827.08,790076.94,8.0
2017-11-03,4.79,4.81,4.37,4.34,682631.94,-0.47,-9.71,4.876,4.721,4.564,1382109.56,1130958.49,783173.28,9.68
2017-10-27,5.04,5.06,4.84,4.82,784091.5,-0.25,-4.91,4.948,4.72,4.566,1486373.32,1107476.97,768457.63,11.12
2017-10-20,5.25,5.28,5.09,4.84,1461597.0,-0.23,-4.32,4.91,4.653,4.701,1654448.32,1067665.47,737467.46,20.72
2017-10-13,4.89,6.19,5.32,4.85,3406691.25,0.56,11.77,4.836,4.566,4.836,1503686.2,955115.06,678157.7,48.3
2017-09-29,4.71,4.81,4.76,4.59,575536.12,0.03,0.63,4.642,4.458,4.979,909859.13,645401.26,526301.38,8.16
2017-09-22,4.64,5.06,4.73,4.63,1203950.75,0.08,1.72,4.566,4.408,5.132,879807.41,628446.16,514830.24,17.07
2017-09-15,4.66,4.98,4.65,4.59,1624466.5,-0.07,-1.48,4.492,4.378,5.33,728580.62,540215.89,463838.24,23.03
2017-09-08,4.32,4.77,4.72,4.29,707786.38,0.37,8.51,4.396,4.38,5.571,480882.61,419687.94,393061.12,10.04
2017-09-01,4.37,4.45,4.35,4.31,437555.88,-0.03,-0.69,4.296,4.365,5.797,406543.91,397275.1,368016.9,6.2
2017-08-25,4.35,4.52,4.38,4.29,425277.56,0.02,0.46,4.274,4.398,6.077,380943.39,435326.8,367470.38,6.03
2017-08-18,4.18,4.38,4.36,4.16,447816.78,0.19,4.56,4.25,4.407,6.373,377084.91,435388.06,360560.18,6.35
2017-08-11,4.2,4.35,4.17,4.16,385976.47,-0.05,-1.19,4.264,4.412,6.676,351851.16,429438.28,404466.79,5.47
2017-08-04,4.24,4.37,4.22,4.19,336092.88,-0.02,-0.47,4.364,4.748,7.083,358493.26,407269.45,437956.71,4.77
2017-07-28,4.26,4.32,4.24,4.15,309553.25,-0.02,-0.47,4.434,5.106,7.4,388006.29,401200.33,433312.72,4.39
2017-07-21,4.45,4.45,4.26,4.05,405985.16,-0.17,-3.84,4.522,5.5,7.712,489710.21,407201.5,430486.62,5.76
2017-07-14,4.63,4.69,4.43,4.36,321648.06,-0.24,-5.14,4.564,5.855,8.045,493691.22,401214.31,424551.53,4.56
2017-07-07,4.57,4.75,4.67,4.57,419186.94,0.1,2.19,4.56,6.281,8.352,507025.4,387460.59,416864.83,5.94
2017-06-30,4.7,4.76,4.57,4.53,483658.03,-0.11,-2.35,5.132,6.762,8.636,456045.65,366434.3,402202.99,6.86
2017-06-23,4.47,5.0,4.68,4.43,818072.88,0.21,4.7,5.778,7.228,8.938,414394.38,338758.7,384175.3,11.6
2017-06-16,4.4,4.55,4.47,4.36,425890.19,0.06,1.36,6.478,7.756,9.229,324692.79,299613.95,343928.36,6.04
2017-06-09,7.71,8.29,4.41,4.4,388318.94,-3.12,-41.43,7.146,8.339,9.531,308737.4,285732.29,327730.4,5.51
2017-06-02,7.88,7.97,7.53,7.21,164288.19,-0.27,-3.46,8.002,8.94,9.812,267895.78,379495.3,315612.75,4.19
2017-05-26,8.15,8.19,7.8,7.36,275401.69,-0.38,-4.64,8.392,9.417,9.963,276822.95,468643.97,314081.03,7.03
2017-05-19,7.81,8.31,8.18,7.73,369564.94,0.37,4.74,8.678,9.693,10.123,263123.03,465425.1,308395.05,9.43
2017-05-12,8.55,8.66,7.81,7.55,346113.25,-0.88,-10.13,9.034,9.923,10.247,274535.12,453771.74,297149.96,8.83
2017-05-05,9.4,9.49,8.69,8.57,184110.81,-0.79,-8.33,9.532,10.234,10.384,262727.17,447888.75,289570.46,4.7
2017-04-28,9.2,9.65,9.48,8.87,208924.05,0.25,2.71,9.878,10.422,10.487,491094.83,446269.08,294604.51,7.47
2017-04-21,10.0,10.03,9.23,9.06,206902.08,-0.73,-7.33,10.442,10.509,10.579,660465.0,437971.69,296284.84,7.4
2017-04-14,10.32,10.64,9.96,9.9,426625.41,-0.34,-3.3,10.708,10.648,10.7,667727.18,429591.89,306831.64,15.26
2017-04-07,10.43,10.6,10.3,10.2,287073.5,-0.12,-1.15,10.812,10.702,10.836,633008.35,388242.77,310176.3,10.27
2017-03-31,12.1,12.38,10.42,10.35,1325949.12,-1.88,-15.29,10.936,10.722,10.925,633050.33,369728.52,315952.56,47.42
2017-03-24,10.57,12.5,12.3,10.41,1055774.88,1.74,16.48,10.966,10.683,10.983,401443.33,251730.19,264761.96,37.76
2017-03-17,10.49,10.88,10.56,10.31,243212.97,0.08,0.76,10.576,10.509,10.955,215478.38,159518.09,217415.36,8.7
2017-03-10,10.85,10.94,10.48,10.39,253031.3,-0.44,-4.03,10.588,10.553,10.99,191456.6,151365.0,218935.86,9.05
2017-03-03,10.57,11.35,10.92,10.5,287283.38,0.35,3.31,10.592,10.57,11.027,143477.18,140528.19,216988.03,10.27
2017-02-24,10.4,10.74,10.57,9.8,167914.14,0.22,2.13,10.508,10.534,11.046,106406.71,131252.17,212743.41,6.01
2017-02-17,10.61,10.72,10.35,10.26,125950.12,-0.27,-2.54,10.4,10.551,11.07,102017.04,142939.93,212052.19,4.5
2017-02-10,10.49,10.77,10.62,10.33,123104.08,0.12,1.14,10.442,10.649,11.109,103557.8,154598.0,213587.82,4.4
2017-02-03,10.49,10.59,10.5,10.46,13134.17,0.0,0.0,10.518,10.752,11.133,111273.39,184071.39,214169.48,0.47
2017-01-26,10.02,10.65,10.5,10.02,101931.04,0.47,4.69,10.548,10.97,11.189,137579.2,232109.84,230966.39,3.65
2017-01-20,10.41,10.56,10.03,9.5,145965.78,-0.53,-5.02,10.56,11.128,11.227,156097.63,262176.6,234439.56,5.22
2017-01-13,10.98,11.08,10.56,10.51,133653.92,-0.44,-4.0,10.702,11.283,11.297,183862.83,277793.73,243849.8,4.78
2017-01-06,10.67,11.09,11.0,10.67,161682.03,0.35,3.29,10.856,11.401,11.359,205638.2,275312.62,253375.29,5.78
2016-12-30,10.56,10.76,10.65,10.4,144663.23,0.09,0.85,10.986,11.426,11.368,256869.39,286506.73,257439.52,5.39
2016-12-23,10.73,11.09,10.56,10.48,194523.17,-0.18,-1.68,11.392,11.484,11.406,326640.47,293447.87,266637.62,7.24
2016-12-16,11.29,11.37,10.74,10.22,284791.78,-0.59,-5.21,11.696,11.558,11.456,368255.57,294234.66,290699.23,10.6
2016-12-09,11.57,11.74,11.33,11.24,242530.78,-0.32,-2.75,11.864,11.589,11.572,371724.63,281164.45,298207.75,9.03
2016-12-02,12.65,12.78,11.65,11.56,417837.97,-1.03,-8.12,11.946,11.569,11.59,344987.05,272577.64,302220.92,15.56
2016-11-25,12.18,12.94,12.68,12.12,493518.66,0.6,4.97,11.866,11.514,11.602,316144.08,244267.57,308408.8,18.37
2016-11-18,11.62,12.33,12.08,11.58,402598.66,0.5,4.32,11.576,11.408,11.549,260255.27,229822.94,314384.21,14.99
2016-11-11,11.74,11.96,11.58,11.32,302137.09,-0.16,-1.36,11.42,11.326,11.499,220213.75,206702.52,311850.39,11.25
2016-11-04,11.5,11.77,11.74,11.5,108842.85,0.49,4.36,11.314,11.31,11.487,190604.27,209905.86,321677.78,4.05
2016-10-28,11.18,11.57,11.25,11.16,273623.12,0.02,0.18,11.192,11.317,11.461,200168.23,231437.96,329775.83,10.19
2016-10-21,11.3,11.39,11.23,11.0,214074.61,-0.07,-0.62,11.162,11.309,11.449,172391.06,228372.31,337621.52,7.97
2016-10-14,11.18,11.58,11.3,11.09,202391.09,0.25,2.26,11.24,11.327,11.414,199390.61,239827.36,342463.49,7.53
2016-09-30,11.16,11.24,11.05,10.82,154089.66,-0.08,-0.72,11.232,11.353,11.364,193191.29,287163.79,348853.98,5.74
2016-09-23,11.09,11.23,11.13,11.01,156662.66,0.03,0.27,11.306,11.555,11.332,229207.46,315251.05,355601.49,5.83
2016-09-14,11.22,11.35,11.1,11.0,134737.28,-0.52,-4.47,11.442,11.611,11.358,262707.7,331864.21,365034.65,5.02
2016-09-09,11.37,11.89,11.62,11.31,349072.34,0.36,3.2,11.456,11.69,11.415,284353.56,372550.03,372885.62,13.0
2016-09-02,11.4,11.5,11.26,11.19,171394.5,-0.16,-1.4,11.414,11.689,11.446,280264.12,398945.49,385205.97,6.38
2016-08-26,11.89,11.97,11.42,11.21,334170.53,-0.39,-3.3,11.474,11.671,11.556,381136.3,416998.27,402219.74,12.44
2016-08-19,11.15,11.88,11.81,11.11,324163.84,0.64,5.73,11.804,11.664,11.655,401294.65,433449.69,411080.28,12.07
2016-08-12,11.22,11.48,11.17,10.99,242966.61,-0.24,-2.1,11.78,11.604,11.747,401020.72,428113.69,421668.66,9.05
2016-08-05,11.65,11.94,11.41,11.37,328625.12,-0.15,-1.3,11.924,11.589,11.871,460746.49,446870.72,450514.21,12.23
2016-07-29,12.6,13.5,11.56,11.41,675755.38,-1.51,-11.55,11.964,11.5,11.985,517626.86,445099.63,479582.34,25.16
2016-07-22,11.65,13.07,13.07,11.56,434962.28,1.38,11.8,11.868,11.375,11.977,452860.24,410544.17,469729.09,16.19
2016-07-15,11.92,12.12,11.69,11.6,322794.19,-0.2,-1.68,11.524,11.108,11.864,465604.74,395951.93,487720.2,12.02
2016-07-08,11.52,12.31,11.89,11.45,541595.5,0.28,2.41,11.428,11.104,11.846,455206.66,398205.09,522359.96,20.16
2016-07-01,10.95,12.08,11.61,10.91,613026.94,0.53,4.78,11.254,11.139,11.79,432994.94,373221.21,521017.91,22.82
2016-06-24,11.35,11.47,11.08,10.51,351922.31,-0.27,-2.38,11.036,11.202,11.709,372572.39,371466.44,517670.35,9.86
2016-06-17,11.0,11.7,11.35,10.19,498684.75,0.14,1.25,10.882,11.44,11.618,368228.09,387441.2,522794.0,13.97
2016-06-08,11.03,11.73,11.21,10.83,270803.81,0.19,1.72,10.692,11.645,11.581,326299.12,388710.86,528418.01,7.59
2016-06-03,10.4,11.36,11.02,10.33,430536.91,0.5,4.75,10.78,11.889,11.551,341203.51,415223.64,543480.83,12.06
2016-05-27,10.39,10.75,10.52,10.15,310914.19,0.21,2.04,11.024,12.152,11.604,313447.48,454157.7,553250.79,8.71
2016-05-20,10.27,10.91,10.31,9.98,330200.81,-0.09,-0.86,11.368,12.47,11.863,370360.49,514065.06,563404.26,9.25
2016-05-13,11.6,11.6,10.4,10.31,289039.88,-1.25,-10.73,11.998,12.579,12.16,406654.31,528914.01,591033.73,8.1
2016-05-06,12.23,12.67,11.65,11.65,345325.78,-0.59,-4.82,12.598,12.62,12.503,451122.6,579488.48,638474.29,9.67
2016-04-29,12.18,12.46,12.24,11.73,291756.75,0.0,0.0,12.998,12.588,12.715,489243.77,646514.83,688270.96,11.43
2016-04-22,13.48,14.15,12.24,11.9,595479.25,-1.22,-9.06,13.28,12.44,12.829,594867.92,668814.61,727154.54,23.33
2016-04-15,13.49,13.67,13.46,12.91,511669.88,0.06,0.45,13.572,12.215,12.934,657769.62,663874.26,757367.0,20.05
2016-04-08,13.78,14.6,13.4,13.05,511381.34,-0.25,-1.83,13.16,11.795,12.992,651173.7,658146.8,794161.21,20.03
2016-04-01,13.92,14.27,13.65,12.8,535931.62,0.0,0.0,12.642,11.517,13.011,707854.36,668125.17,855245.47,21.0
2016-03-25,13.99,14.54,13.65,13.16,819877.5,-0.05,-0.36,12.178,11.213,12.908,803785.89,671738.02,876702.16,32.12
2016-03-18,11.42,13.7,13.7,11.41,909987.75,2.3,20.18,11.6,11.055,12.781,742761.31,652343.89,900045.63,35.65
2016-03-11,10.91,11.45,11.4,10.45,478690.31,0.59,5.46,10.858,11.255,12.704,669978.91,612743.46,955478.64,18.75
2016-03-04,11.11,11.44,10.81,9.46,794784.62,-0.52,-4.59,10.43,11.741,12.691,665119.89,653153.45,1025396.43,31.14
2016-02-26,10.97,12.45,11.33,10.7,1015589.25,0.57,5.3,10.392,12.385,12.669,628395.97,697460.1,1010753.28,39.79
2016-02-19,9.5,10.95,10.76,9.32,514754.62,0.77,7.71,10.248,12.842,12.56,539690.16,730027.1,1005519.52,20.17
2016-02-05,9.23,10.46,9.99,9.19,546075.75,0.73,7.88,10.51,13.217,12.552,561926.46,785494.47,1087201.39,21.39
2016-01-29,10.66,11.24,9.26,8.72,454395.19,-1.36,-12.81,11.652,13.653,12.483,555508.01,850859.74,1158090.51,17.8
2016-01-22,10.44,11.7,10.62,10.07,611165.06,0.01,0.09,13.052,14.189,12.416,641187.02,930175.62,1190360.29,23.94
2016-01-15,11.62,11.89,10.61,10.05,572060.19,-1.46,-12.1,14.378,14.504,12.235,766524.23,1042365.77,1192034.37,22.41
