date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-15,94.8,95.8,92.72,92.55,0.0,-2.16,-2.28,101.77,101.603,93.519,0.0,25290.09,33608.16,0.0
2017-12-08,103.0,103.0,94.88,88.28,0.0,-9.72,-9.29,104.746,101.641,92.762,5995.75,29187.78,35999.63,0.0
2017-12-01,113.98,113.98,104.6,99.01,0.0,-10.19,-8.88,105.474,101.128,92.428,20363.33,32519.25,38680.61,0.0
2017-11-24,103.99,120.5,114.79,100.5,0.0,12.93,12.69,104.956,99.753,92.074,29010.01,37638.31,41422.35,0.0
2017-11-17,107.27,112.63,101.86,100.2,0.0,-5.74,-5.33,102.398,97.613,91.034,41174.32,42860.3,43484.04,0.0
2017-11-10,99.68,108.28,107.6,97.53,29978.74,9.08,9.22,101.436,96.417,90.576,50580.17,48675.46,46572.93,19.99
2017-11-03,101.11,107.75,98.52,93.0,71837.91,-3.49,-3.42,98.536,94.117,90.185,52379.82,50178.4,49322.0,47.89
2017-10-27,102.19,104.95,102.01,98.89,43233.4,0.01,0.01,96.782,92.495,90.304,44675.16,47382.72,53450.66,28.82
2017-10-20,96.5,102.58,102.0,94.3,60821.53,4.95,5.1,94.55,89.761,90.393,46266.6,45256.37,54688.1,40.55
2017-10-13,95.05,99.4,97.05,92.6,47029.28,3.95,4.24,92.828,87.25,90.523,44546.29,42727.28,57165.04,31.35
2017-09-29,89.9,95.75,93.1,86.32,38976.97,3.35,3.73,91.398,85.435,90.81,46770.75,41926.24,59706.85,25.98
2017-09-22,90.02,94.18,89.75,88.35,33314.63,-1.1,-1.21,89.698,83.882,90.836,47976.99,42811.48,65209.88,22.21
2017-09-15,94.1,97.99,90.85,90.5,51190.6,-2.54,-2.72,88.208,83.728,91.398,50090.28,44841.98,70455.36,34.13
2017-09-08,89.9,98.89,93.39,88.15,52219.97,3.49,3.88,84.972,84.394,91.042,44246.14,45206.4,67916.38,34.81
2017-09-01,85.28,91.18,89.9,84.55,58151.57,5.3,6.26,81.672,84.455,88.971,40908.26,44107.78,65308.53,38.77
2017-08-25,82.49,86.2,84.6,81.6,45008.17,2.3,2.79,79.472,84.734,88.922,37081.74,44470.39,65685.21,30.01
2017-08-18,74.69,85.25,82.3,74.69,43881.1,7.63,10.22,78.066,86.253,89.162,37645.96,48465.61,66833.94,29.25
2017-08-11,77.08,78.99,74.67,74.61,21969.89,-2.22,-2.89,79.248,88.113,89.566,39593.67,59518.6,68184.11,14.65
2017-08-04,78.84,80.2,76.89,76.8,35530.57,-2.01,-2.55,83.816,91.026,90.497,46166.66,64119.84,71072.49,23.69
2017-07-28,76.88,82.47,78.9,75.02,39018.97,1.33,1.72,87.238,93.796,91.404,47307.3,71602.81,73441.96,26.01
2017-07-21,86.66,86.66,77.57,77.2,47829.28,-10.64,-12.06,89.996,96.186,92.297,51859.04,77487.46,75900.74,31.89
2017-07-14,96.02,96.85,88.21,87.8,53619.66,-9.3,-9.54,94.44,97.789,93.43,59285.25,87608.28,78060.08,35.75
2017-07-07,94.0,97.84,97.51,92.19,54834.81,3.51,3.73,96.978,99.068,93.865,79443.52,96068.74,80096.79,36.56
2017-06-30,93.38,96.88,94.0,91.68,41233.76,1.31,1.41,98.236,97.689,93.534,82073.01,90626.36,82393.33,27.49
2017-06-23,99.54,101.45,92.69,90.5,61777.69,-7.1,-7.12,100.354,93.487,93.487,95898.32,86509.29,86509.29,41.19
2017-06-16,98.79,102.88,99.79,95.0,84960.33,-1.11,-1.1,102.376,93.576,93.576,103115.88,89257.24,89257.24,56.64
2017-06-09,105.5,117.49,100.9,98.08,154411.02,-2.9,-2.79,101.138,92.799,92.799,115931.31,89794.35,89794.35,102.94
2017-06-02,107.18,112.56,103.8,95.16,67982.27,-0.79,-0.76,101.158,91.641,91.641,112693.96,80563.4,80563.4,45.32
2017-05-26,103.99,105.85,104.59,92.5,110360.3,1.79,1.74,97.142,89.615,89.615,99179.71,82660.26,82660.26,73.57
2017-05-19,95.0,105.49,102.8,93.33,97865.47,9.2,9.83,86.62,86.62,86.62,77120.25,77120.25,77120.25,65.24
2017-05-12,98.97,100.94,93.6,89.06,149037.48,-7.4,-7.33,82.575,82.575,82.575,71933.95,71933.95,71933.95,99.36
2017-05-05,92.09,113.0,101.0,92.09,138224.3,17.28,20.64,78.9,78.9,78.9,46232.77,46232.77,46232.77,92.15
2017-04-28,57.18,83.72,83.72,57.18,411.0,31.74,61.06,67.85,67.85,67.85,237.0,237.0,237.0,0.27
2017-04-21,47.65,51.98,51.98,47.65,63.0,15.88,43.99,51.98,51.98,51.98,63.0,63.0,63.0,0.04
