date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-15,13.5,14.54,14.03,13.0,0.0,0.49,3.62,13.37,13.181,12.426,0.0,396954.83,591674.33,0.0
2017-12-08,12.86,14.01,13.54,12.86,0.0,0.61,4.72,13.318,13.055,12.322,108690.54,512431.49,633335.58,0.0
2017-12-01,12.69,13.18,12.93,12.33,0.0,0.08,0.62,13.102,12.88,12.197,253805.19,581955.23,656512.73,0.0
2017-11-24,13.51,14.29,12.85,12.61,0.0,-0.65,-4.82,13.166,12.787,12.113,430284.21,671438.31,684563.84,0.0
2017-11-17,13.74,14.37,13.5,13.2,0.0,-0.27,-1.96,13.104,12.677,12.057,519915.19,746217.46,713058.02,0.0
2017-11-10,12.49,13.84,13.77,12.28,543452.69,1.31,10.51,12.992,12.442,11.944,793909.66,822144.49,734645.63,3.37
2017-11-03,13.24,13.4,12.46,12.44,725573.25,-0.79,-5.96,12.792,12.165,11.82,916172.45,813037.86,733800.6,4.5
2017-10-27,12.48,13.47,13.25,12.24,882395.12,0.71,5.66,12.658,12.031,11.767,910105.26,799129.96,721531.99,5.48
2017-10-20,12.87,12.94,12.54,12.15,448154.88,-0.4,-3.09,12.408,11.838,11.792,912592.41,781955.36,690237.4,2.78
2017-10-13,12.87,13.16,12.94,11.89,1369972.38,0.17,1.33,12.25,11.78,11.851,972519.74,851300.51,689708.13,8.5
2017-09-29,11.79,13.05,12.77,11.76,1154766.62,0.98,8.31,11.892,11.671,11.86,850379.32,786393.82,630262.99,7.17
2017-09-22,11.84,12.33,11.79,11.68,695237.31,-0.21,-1.75,11.538,11.588,11.855,709903.28,754239.67,583974.95,4.31
2017-09-15,11.7,12.38,12.0,11.53,894830.88,0.25,2.13,11.404,11.514,11.928,688154.65,731070.24,558301.76,5.55
2017-09-08,11.13,11.85,11.75,11.1,747791.5,0.6,5.38,11.268,11.438,11.991,651318.3,697689.37,533734.04,4.64
2017-09-01,11.0,11.37,11.15,10.78,759270.31,0.15,1.36,11.31,11.437,12.063,730081.28,679898.58,507051.74,4.71
2017-08-25,11.15,11.26,11.0,10.75,452386.38,-0.12,-1.08,11.45,11.445,12.146,722408.31,647146.77,486355.36,2.81
2017-08-18,11.31,11.73,11.12,11.05,586494.19,-0.2,-1.77,11.638,11.474,12.272,798576.06,654563.34,508267.46,3.64
2017-08-11,11.8,12.29,11.32,11.31,710649.12,-0.64,-5.35,11.624,11.502,12.382,773985.83,643934.03,499434.11,4.41
2017-08-04,11.81,12.45,11.96,11.44,1141606.38,0.11,0.93,11.608,11.746,12.476,744060.43,598519.45,488304.63,7.08
2017-07-28,11.94,12.47,11.85,11.77,720905.5,-0.09,-0.75,11.564,11.921,12.531,629715.89,528115.76,462065.73,4.47
2017-07-21,11.04,12.04,11.94,10.53,833225.12,0.89,8.05,11.44,12.049,12.613,571885.24,474132.16,458574.96,5.17
2017-07-14,11.26,11.28,11.05,10.89,463543.03,-0.19,-1.69,11.31,12.122,12.693,510550.61,413710.24,440169.36,2.88
2017-07-07,11.76,11.82,11.24,11.15,561022.12,-0.5,-4.26,11.38,12.342,12.845,513882.23,385533.28,450469.25,3.48
2017-06-30,11.2,11.88,11.74,11.2,569883.69,0.51,4.54,11.884,12.544,12.985,452978.47,369778.71,462955.51,3.54
2017-06-23,11.29,11.6,11.23,11.08,431752.22,-0.06,-0.53,12.278,12.689,13.069,426515.62,334204.89,460572.01,2.68
2017-06-16,11.41,11.97,11.29,11.16,526552.0,-0.11,-0.96,12.658,12.847,13.192,376379.08,325563.95,443655.7,3.27
2017-06-09,13.82,14.48,11.4,11.0,480201.12,-2.36,-17.15,12.934,13.07,13.291,316869.87,361971.58,430114.24,2.98
2017-06-02,13.76,13.88,13.76,13.45,256503.3,0.05,0.36,13.304,13.262,13.367,257184.32,354934.19,426633.83,2.07
2017-05-26,13.14,13.83,13.71,13.02,437569.47,0.58,4.42,13.204,13.206,13.326,286578.96,378089.82,431833.76,3.53
2017-05-19,12.67,13.39,13.13,12.67,181069.5,0.46,3.63,13.1,13.14,13.325,241894.16,396015.7,435204.35,1.46
2017-05-12,13.29,13.36,12.67,12.42,229005.95,-0.58,-4.38,13.036,13.177,13.331,274748.82,443017.76,454725.43,1.85
2017-05-05,13.27,13.55,13.25,13.13,181773.38,-0.01,-0.07,13.206,13.263,13.373,407073.3,466628.48,483325.7,1.47
2017-04-28,13.15,13.33,13.26,12.52,403476.5,0.07,0.53,13.22,13.347,13.353,452684.06,515405.22,530032.23,3.25
2017-04-21,12.81,13.27,13.19,12.78,214145.45,0.38,2.97,13.208,13.425,13.285,469600.68,556132.32,528581.74,1.73
2017-04-14,13.5,13.55,12.81,12.77,345342.84,-0.71,-5.25,13.18,13.449,13.201,550137.24,586939.13,546337.44,2.79
2017-04-07,13.32,14.0,13.52,13.09,890628.31,0.2,1.5,13.318,13.536,13.151,611286.69,561747.45,564089.01,7.18
2017-03-31,13.1,13.5,13.32,12.79,409827.22,0.12,0.91,13.32,13.511,13.073,526183.66,498256.89,540457.45,3.31
2017-03-24,12.97,13.24,13.2,12.63,488059.56,0.15,1.15,13.474,13.471,13.0,578126.38,498333.46,543409.14,3.94
2017-03-17,13.49,13.51,13.05,12.78,616828.25,-0.45,-3.33,13.642,13.446,12.898,642663.96,485577.69,535867.13,4.98
2017-03-10,13.58,13.89,13.5,13.12,651090.12,-0.03,-0.22,13.718,13.51,12.821,623741.02,474393.0,527018.93,5.25
2017-03-03,14.1,14.1,13.53,13.34,465113.16,-0.56,-3.97,13.754,13.485,12.733,512208.2,466433.11,511730.89,3.75
2017-02-24,14.01,14.68,14.09,13.8,669540.81,0.05,0.36,13.702,13.483,12.624,470330.12,500022.93,509463.87,5.4
2017-02-17,13.32,14.35,14.04,13.27,810747.44,0.61,4.54,13.468,13.358,12.489,418540.54,544659.24,501090.78,6.54
2017-02-10,13.65,13.8,13.43,13.13,522213.56,-0.25,-1.83,13.25,13.145,12.336,328491.43,501031.17,475167.72,4.21
2017-02-03,13.28,13.84,13.68,13.26,93426.05,0.41,3.09,13.302,12.952,12.201,325044.98,505735.75,466108.4,0.75
2017-01-26,12.93,13.45,13.27,12.72,255722.75,0.35,2.71,13.216,12.765,12.069,420658.01,566430.58,487739.18,2.06
2017-01-20,12.93,13.57,12.92,12.62,410592.91,-0.03,-0.23,13.264,12.635,11.918,529715.73,582658.01,491924.39,3.31
2017-01-13,13.74,13.98,12.95,12.88,360501.88,-0.74,-5.41,13.248,12.529,11.779,670777.93,588484.81,487683.94,2.91
2017-01-06,13.29,14.15,13.69,13.16,504981.31,0.44,3.32,13.04,12.35,11.64,673570.9,586156.57,499085.33,4.07
2016-12-30,13.51,13.61,13.25,12.6,571491.19,-0.26,-1.93,12.602,12.131,11.458,686426.52,579644.87,510766.41,4.61
2016-12-23,12.75,13.71,13.51,12.57,801011.38,0.67,5.22,12.314,11.98,11.284,712203.15,557028.67,504812.03,6.46
2016-12-16,11.8,13.55,12.84,11.71,1115903.88,0.93,7.81,12.006,11.765,11.088,635600.29,518904.81,484226.55,9.0
2016-12-09,11.5,12.18,11.91,11.17,374466.75,0.41,3.56,11.81,11.62,10.924,506191.69,457522.32,453037.9,3.02
2016-12-02,11.82,12.28,11.5,11.45,569259.38,-0.31,-2.62,11.66,11.526,10.823,498742.23,449304.28,484066.69,4.59
2016-11-25,11.9,12.32,11.81,11.7,700374.38,-0.16,-1.34,11.66,11.449,10.695,472863.21,426481.06,476789.29,5.65
2016-11-18,11.84,12.08,11.97,11.62,417997.06,0.11,0.93,11.646,11.372,10.544,401854.19,409047.78,463606.06,3.37
2016-11-11,11.15,11.95,11.86,11.15,468860.88,0.7,6.27,11.524,11.2,10.381,402209.32,401190.77,464716.61,3.78
2016-11-04,11.39,11.65,11.16,11.08,337219.47,-0.34,-2.96,11.43,11.028,10.352,408852.95,386883.07,452954.16,2.72
2016-10-28,11.7,11.7,11.5,11.2,439864.28,-0.24,-2.04,11.392,10.93,10.369,399866.33,412014.1,441709.8,3.55
2016-10-21,11.39,11.8,11.74,11.24,345329.25,0.38,3.35,11.238,10.785,10.376,380098.91,441887.95,432868.93,2.79
2016-10-14,11.45,11.88,11.36,11.32,419772.72,-0.03,-0.26,11.098,10.587,10.347,416241.37,452595.39,423868.58,3.39
2016-09-30,10.99,11.66,11.39,10.68,502079.03,0.42,3.83,10.876,10.41,10.337,400172.21,449548.29,411601.9,4.05
2016-09-23,10.69,11.05,10.97,10.52,292286.38,0.24,2.24,10.626,10.227,10.335,364913.2,448553.48,399378.17,2.36
2016-09-14,10.87,11.08,10.73,10.54,341027.16,-0.31,-2.81,10.468,10.12,10.383,424161.87,518829.09,401792.33,2.75
2016-09-09,10.29,11.15,11.04,10.09,526041.56,0.79,7.71,10.332,9.94,10.441,503677.0,527097.52,398153.5,4.24
2016-09-02,10.45,10.45,10.25,10.17,339426.94,0.11,1.08,10.076,9.715,10.5,488949.41,518164.34,399053.64,2.74
2016-08-26,10.22,10.34,10.14,9.94,325783.94,-0.04,-0.39,9.944,9.561,10.612,498924.36,528242.46,418436.5,2.63
2016-08-19,10.07,10.52,10.18,9.94,588529.75,0.13,1.29,9.828,9.676,10.699,532193.77,519025.25,420731.48,4.75
2016-08-12,9.75,10.22,10.05,9.65,738602.81,0.29,2.97,9.772,9.807,10.791,613496.32,471405.5,418307.66,5.96
