date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-15,5.35,5.41,5.32,5.24,0.0,-0.07,-1.3,5.576,5.996,7.6,0.0,98516.57,248654.49,0.0
2017-12-08,5.56,5.57,5.39,5.2,0.0,-0.15,-2.71,5.76,6.139,7.967,23874.17,126071.4,254748.37,0.0
2017-12-01,5.74,5.74,5.54,5.48,0.0,-0.16,-2.81,5.896,6.292,8.355,61395.28,200905.81,261223.25,0.0
2017-11-24,5.93,5.98,5.7,5.62,0.0,-0.23,-3.88,6.072,6.433,8.759,94843.86,335179.37,267883.05,0.0
2017-11-17,6.26,6.26,5.93,5.8,0.0,-0.31,-4.97,6.238,6.506,9.139,136044.81,365512.92,273280.06,0.0
2017-11-10,6.09,6.38,6.24,6.01,119370.86,0.17,2.8,6.416,6.554,9.489,197033.14,402795.13,279664.9,1.48
2017-11-03,6.4,6.45,6.07,6.04,187605.56,-0.35,-5.45,6.518,6.576,9.844,228268.63,417872.57,279856.44,2.33
2017-10-27,6.54,6.6,6.42,6.39,167242.88,-0.11,-1.69,6.688,7.3,10.206,340416.33,426067.97,277720.4,2.07
2017-10-20,6.84,6.85,6.53,6.42,206004.73,-0.29,-4.25,6.794,7.945,10.519,575514.88,421809.85,272157.07,2.55
2017-10-13,6.9,7.01,6.82,6.74,304941.69,0.07,1.04,6.774,8.607,10.836,594981.02,418302.67,269005.21,3.78
2017-09-29,6.9,6.96,6.75,6.66,275548.31,-0.17,-2.46,6.692,9.203,11.145,608557.12,398792.41,260381.56,3.42
2017-09-22,6.95,7.28,6.92,6.84,748344.06,-0.03,-0.43,6.634,9.794,11.441,607476.51,383425.34,254504.77,9.28
2017-09-15,6.43,7.4,6.95,6.41,1342735.62,0.52,8.09,7.912,10.417,11.776,511719.61,321540.69,223424.23,16.65
2017-09-08,6.41,6.57,6.43,6.35,303335.44,0.02,0.31,9.096,11.084,12.105,268104.82,200586.72,164279.64,3.76
2017-09-01,6.4,6.71,6.41,6.33,372822.16,-0.05,-0.77,10.44,11.771,12.471,241624.31,181047.2,162501.39,4.62
2017-08-25,13.32,13.64,6.46,6.25,270145.25,-6.85,-51.47,11.714,12.424,12.894,189027.7,156534.67,171893.8,3.35
2017-08-18,12.89,13.75,13.31,12.89,269559.59,0.44,3.42,12.954,13.111,13.32,159374.18,141840.31,171909.94,6.69
2017-08-11,13.17,13.34,12.87,12.83,124661.66,-0.28,-2.13,12.922,13.111,13.355,131361.77,129372.83,171509.41,3.09
2017-08-04,12.78,13.35,13.15,12.68,170932.88,0.37,2.9,13.072,13.093,13.453,133068.62,122504.28,190205.43,4.24
2017-07-28,12.65,12.95,12.78,12.58,109839.14,0.12,0.95,13.102,13.064,13.504,120470.08,119707.75,191576.32,2.72
2017-07-21,13.14,13.14,12.66,12.23,121877.63,-0.49,-3.73,13.134,13.086,13.577,124041.63,121970.71,203463.07,3.02
2017-07-14,13.59,13.66,13.15,13.13,129497.56,-0.47,-3.45,13.268,13.088,13.654,124306.43,125584.19,210334.54,3.21
2017-07-07,13.34,13.62,13.62,13.26,133195.91,0.32,2.41,13.3,13.134,13.702,127383.89,125307.76,217215.89,3.3
2017-06-30,12.93,13.35,13.3,12.84,107940.18,0.36,2.78,13.114,13.125,13.703,111939.94,127972.56,227226.93,2.68
2017-06-23,13.33,13.48,12.94,12.66,127696.86,-0.39,-2.93,13.026,13.171,13.719,118945.41,143955.59,228768.61,3.17
2017-06-16,13.25,13.44,13.33,12.98,123201.64,0.02,0.15,13.038,13.363,13.746,119899.78,187252.93,223200.69,3.06
2017-06-09,12.68,13.6,13.31,12.65,144884.86,0.62,4.89,12.908,13.528,13.756,126861.96,201979.58,225027.67,3.59
