date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-15,6.28,6.49,6.19,6.13,0.0,-0.12,-1.9,6.552,7.282,7.341,0.0,1737327.05,2283034.36,0.0
2017-12-08,6.73,6.74,6.31,6.04,0.0,-0.44,-6.52,6.832,7.52,7.408,273946.45,2289054.7,2554509.51,0.0
2017-12-01,6.7,6.85,6.75,6.53,0.0,0.12,1.81,7.032,7.692,7.472,1349103.45,2810902.05,2784932.61,0.0
2017-11-24,6.91,6.97,6.63,6.52,0.0,-0.25,-3.63,7.504,7.787,7.497,2461214.95,3086475.0,3089797.81,0.0
2017-11-17,7.59,7.77,6.88,6.77,0.0,-0.71,-9.35,7.77,7.842,7.553,2887311.25,3204109.56,3529928.61,0.0
2017-11-10,7.35,7.93,7.59,7.23,1369732.25,0.28,3.83,8.012,7.862,7.526,3474654.1,3367502.85,3567767.58,19.18
2017-11-03,9.01,9.36,7.31,7.21,5375785.0,-1.8,-19.76,8.208,7.819,7.451,4304162.95,3429151.73,3527289.88,75.26
2017-10-27,8.25,9.18,9.11,7.75,5560557.5,1.15,14.45,8.352,7.789,7.392,4272700.65,3045671.38,3278225.1,77.85
2017-10-20,8.02,8.1,7.96,7.53,2130481.5,-0.13,-1.61,8.07,7.581,7.253,3711735.05,2714922.6,3049523.21,29.83
2017-10-13,8.62,8.94,8.09,7.97,2936714.25,-0.48,-5.6,7.914,7.512,7.166,3520907.87,2797164.53,2978193.59,41.11
2017-09-29,7.92,9.0,8.57,7.67,5517276.5,0.54,6.72,7.712,7.4,7.061,3260351.6,2828741.68,2883226.02,77.24
2017-09-22,8.0,8.37,8.03,7.43,5218473.5,0.33,4.29,7.43,7.295,6.964,2554140.5,2819964.33,2655701.97,73.06
2017-09-08,7.2,7.85,7.7,7.12,2755729.5,0.52,7.24,7.226,7.251,6.867,1818642.1,2758963.18,2424052.19,38.58
2017-09-01,7.08,7.25,7.18,6.97,1176345.62,0.1,1.41,7.092,7.207,6.795,1718110.15,3093120.63,2325638.39,16.47
2017-08-25,7.16,7.6,7.08,6.92,1633932.88,-0.08,-1.12,7.11,7.264,6.783,2073421.18,3855747.66,2382700.25,22.88
2017-08-18,7.0,7.48,7.16,6.99,1986221.0,0.15,2.14,7.088,7.189,6.785,2397131.75,3768032.31,2385786.63,27.81
2017-08-11,6.99,7.18,7.01,6.84,1540981.5,-0.02,-0.28,7.16,7.082,6.733,3085788.15,3625428.03,2303475.01,21.57
2017-08-04,7.25,7.25,7.03,6.91,2253069.75,-0.24,-3.3,7.276,6.994,6.72,3699284.25,3510778.83,2254535.55,33.22
2017-07-28,6.9,7.43,7.27,6.75,2952900.75,0.3,4.3,7.322,6.924,6.697,4468131.1,3384123.82,2169360.87,43.54
2017-07-21,7.32,7.33,6.97,6.45,3252485.75,-0.55,-7.31,7.418,6.82,6.659,5638074.15,3159222.65,2043496.75,47.95
2017-07-14,7.53,8.35,7.52,7.49,5429503.0,-0.07,-0.92,7.29,6.721,6.64,5138932.86,2937710.36,1919153.67,80.05
2017-07-07,7.29,7.68,7.59,7.13,4608462.0,0.33,4.54,7.004,6.632,6.581,4165067.9,2491439.62,1675489.74,67.95
2017-06-30,7.75,7.97,7.26,7.21,6097304.0,-0.49,-6.32,6.712,6.482,6.528,3322273.4,2089141.21,1482909.77,89.9
2017-06-23,6.28,8.47,7.75,6.28,8802616.0,1.42,22.43,6.526,6.382,6.473,2300116.54,1558156.16,1180686.32,133.27
2017-06-16,6.04,6.49,6.33,5.99,756779.31,0.24,3.94,6.222,6.302,6.393,680371.15,909652.84,752678.15,11.46
2017-06-09,6.13,6.33,6.09,5.99,560178.19,-0.04,-0.65,6.152,6.38,6.382,736487.86,1003540.95,739125.01,8.48
2017-06-02,6.41,6.45,6.13,5.97,394489.5,-0.2,-3.16,6.26,6.384,6.393,817811.34,981521.99,737203.81,5.97
2017-05-26,6.19,6.57,6.33,5.85,986519.69,0.1,1.6,6.252,6.446,6.422,856009.03,998292.28,750412.9,14.94
2017-05-19,5.97,6.48,6.23,5.91,703889.06,0.25,4.18,6.238,6.47,6.453,816195.79,954597.93,740385.14,10.66
2017-05-12,6.54,6.7,5.98,5.77,1037362.88,-0.65,-9.8,6.382,6.497,6.498,1138934.53,927770.85,821312.86,15.71
2017-05-05,6.14,6.98,6.63,6.05,966795.56,0.54,8.87,6.608,6.559,6.593,1270594.03,900596.98,781178.15,14.64
2017-04-28,6.26,6.28,6.09,5.76,585477.94,-0.17,-2.72,6.508,6.53,6.62,1145232.65,859539.87,742897.56,8.86
2017-04-21,6.89,6.94,6.26,6.2,787453.5,-0.69,-9.93,6.64,6.574,6.675,1140575.53,876678.32,748108.86,11.92
2017-04-14,7.02,7.5,6.95,6.91,2317582.75,-0.16,-2.25,6.702,6.564,6.716,1093000.06,803216.48,731520.13,35.09
2017-04-07,6.5,7.36,7.11,6.2,1695660.38,0.98,15.99,6.612,6.484,6.73,716607.17,595703.46,644374.42,25.67
2017-03-31,6.1,6.38,6.13,6.1,339988.69,-0.62,-9.19,6.51,6.384,6.74,530599.93,474709.09,601879.87,5.15
2017-03-15,6.56,6.85,6.75,6.44,562192.31,0.18,2.74,6.552,6.402,6.793,573847.08,492885.63,624599.68,8.52
2017-03-10,6.5,6.64,6.57,6.47,549576.19,0.07,1.08,6.508,6.398,6.813,612781.12,502533.52,627706.27,8.33
2017-03-03,6.6,6.62,6.5,6.36,435618.28,-0.1,-1.51,6.426,6.436,6.848,513432.89,526172.36,657551.83,6.6
2017-02-24,6.37,6.68,6.6,6.35,765624.19,0.26,4.1,6.356,6.498,6.917,474799.75,714854.88,702536.83,11.61
2017-02-17,6.49,6.62,6.34,6.32,556224.44,-0.19,-2.91,6.258,6.627,6.991,418818.24,661759.33,746030.37,8.43
2017-02-10,6.16,6.66,6.53,6.16,756862.5,0.37,6.01,6.252,6.71,7.081,411924.17,626255.25,814533.5,11.47
2017-02-03,6.17,6.21,6.16,6.11,52835.05,0.01,0.16,6.288,6.776,7.163,392285.92,619539.4,963830.98,0.8
2017-01-26,6.12,6.22,6.15,6.04,242452.58,0.04,0.66,6.446,6.867,7.249,538911.83,659823.78,1174309.15,3.68
2017-01-20,6.32,6.33,6.11,5.73,485716.62,-0.2,-3.17,6.64,6.976,7.301,954910.01,693045.39,1280236.01,7.36
2017-01-13,6.72,6.81,6.31,6.3,521754.12,-0.4,-5.96,6.996,7.095,7.373,904700.41,729050.64,1316822.31,7.91
2017-01-06,6.95,7.0,6.71,6.69,658671.25,-0.24,-3.45,7.168,7.184,7.44,840586.32,756313.73,1431431.28,9.98
2016-12-30,7.02,7.15,6.95,6.77,785964.56,-0.17,-2.39,7.264,7.227,7.477,846792.87,752879.03,1645232.24,12.15
2016-12-23,8.49,8.49,7.12,7.09,2322443.5,-0.77,-9.76,7.288,7.26,7.507,780735.74,788931.3,1695199.78,35.89
2016-12-16,7.83,7.89,7.89,7.65,234668.64,0.72,10.04,7.312,7.335,7.458,431180.77,690218.78,1619411.88,3.63
2016-09-12,7.1,7.19,7.17,6.96,201183.66,-0.02,-0.28,7.194,7.355,7.401,553400.88,830301.42,1692675.02,3.16
2016-09-09,7.07,7.32,7.19,6.95,689704.0,0.12,1.7,7.2,7.452,7.368,672041.13,1002811.75,1724890.67,10.82
2016-09-02,7.24,7.26,7.07,7.03,455678.91,-0.17,-2.35,7.19,7.55,7.702,658965.18,1308122.55,1725258.73,7.15
2016-08-26,7.32,7.32,7.24,7.12,574668.62,-0.06,-0.82,7.232,7.63,8.076,797126.85,1688794.51,1749018.57,9.01
2016-08-19,7.18,7.44,7.3,7.16,845769.19,0.1,1.39,7.358,7.626,8.46,949256.8,1867426.63,1794612.69,13.27
2016-08-12,7.15,7.45,7.2,7.02,794384.94,0.06,0.84,7.516,7.651,8.823,1107201.96,1904593.97,1819959.48,12.46
2016-08-05,7.24,7.34,7.14,6.99,624324.25,-0.14,-1.92,7.704,7.695,9.052,1333582.38,2106548.83,1809627.88,9.79
2016-07-29,7.83,8.05,7.28,7.24,1146487.25,-0.59,-7.5,7.91,7.727,9.278,1957279.93,2537585.45,1802932.63,17.98
2016-07-22,8.07,8.12,7.87,7.85,1335318.38,-0.22,-2.72,8.028,7.754,9.417,2580462.18,2601468.26,1768105.3,20.95
2016-07-15,8.12,8.29,8.09,7.91,1635495.0,-0.05,-0.61,7.894,7.58,9.566,2785596.45,2548604.98,1734348.67,25.66
2016-07-08,8.12,8.39,8.14,8.03,1926287.0,-0.03,-0.37,7.786,7.446,9.703,2701985.97,2555048.61,1674497.92,30.22
2016-07-01,7.68,8.84,8.17,7.62,3742812.0,0.3,3.81,7.686,7.284,9.894,2879515.27,2446969.59,1596571.77,58.71
2016-06-24,7.2,8.5,7.87,7.12,4262398.5,0.67,9.31,7.544,7.854,10.063,3117890.97,2142394.9,1436935.77,66.86
2016-06-17,7.34,7.44,7.2,6.51,2360989.75,-0.35,-4.64,7.48,8.521,10.249,2622474.35,1809242.63,1250383.87,37.04
2016-06-08,7.66,7.92,7.55,7.51,1217442.62,-0.09,-1.18,7.266,9.294,10.559,2311613.5,1721798.74,1152331.4,19.1
2016-06-03,7.4,7.94,7.64,7.18,2813933.5,0.18,2.41,7.106,9.995,10.827,2408111.25,1735324.98,1118352.09,44.14
2016-05-27,8.2,8.31,7.46,7.19,4934690.5,-0.09,-1.19,6.882,10.408,11.182,2014423.9,1512706.93,1011241.08,77.41
2016-05-20,6.17,7.55,7.55,6.03,1785315.38,1.42,23.16,8.164,10.828,11.695,1166898.83,1068279.82,794829.77,28.01
2016-05-13,6.63,6.65,6.13,5.95,806685.5,-0.62,-9.19,9.562,11.079,12.216,996010.91,934742.34,754246.99,12.65
2016-05-06,6.41,7.25,6.75,6.31,1699931.38,0.23,3.53,11.322,11.552,12.683,1131983.99,920092.36,754589.36,26.67
2016-04-29,13.75,14.17,6.52,6.52,845496.75,-7.35,-52.99,12.884,11.959,13.125,1062538.71,793947.23,728701.48,13.26
2016-04-22,14.42,14.59,13.87,13.0,697065.12,-0.67,-4.61,13.934,12.504,13.484,1010989.95,746173.95,720260.12,21.89
2016-04-15,14.99,15.22,14.54,14.24,930875.81,-0.39,-2.61,13.492,12.272,13.46,969660.81,731476.64,742353.12,29.23
2016-04-08,15.23,15.31,14.93,14.22,1486550.88,0.37,2.54,12.596,11.977,13.423,873473.76,691525.1,736583.53,46.68
2016-04-01,11.72,14.94,14.56,11.7,1352705.0,2.79,23.7,11.782,11.824,13.363,708200.74,582864.06,711156.79,42.48
2016-03-25,11.7,12.49,11.77,11.46,587752.94,0.11,0.94,11.034,11.658,13.339,525355.74,501379.21,701664.47,18.46
2016-03-18,10.21,11.81,11.66,10.15,490419.44,1.6,15.9,11.074,11.955,13.37,481357.96,509775.24,709774.94,15.4
2016-03-11,10.97,11.28,10.06,9.92,449940.56,-0.8,-7.37,11.052,12.562,13.414,493292.46,521379.72,736958.02,14.13
2016-03-04,10.94,11.75,10.86,9.8,660185.75,0.04,0.37,11.358,13.353,13.541,509576.44,573751.64,763517.57,20.73
2016-02-26,12.16,12.57,10.82,10.52,438480.0,-1.15,-9.61,11.866,13.813,13.549,457527.39,589086.36,744062.64,13.77
2016-02-19,10.99,12.23,11.97,10.52,367764.03,0.42,3.64,12.282,14.291,13.523,477402.68,663455.72,729639.2,11.55
2016-02-05,11.3,11.9,11.55,10.25,550091.94,-0.04,-0.34,12.836,14.464,13.426,538192.52,694346.28,734388.01,17.27
2016-01-29,13.54,13.95,11.59,10.48,531360.5,-1.81,-13.51,14.072,14.647,13.36,549466.98,753229.6,725423.5,16.69
2016-01-22,12.49,14.1,13.4,12.45,399940.47,0.5,3.88,15.348,14.869,13.295,637926.84,781641.96,722686.74,12.56
2016-01-15,14.38,14.58,12.9,12.2,537856.44,-1.84,-12.48,15.76,14.902,13.051,720645.34,839449.52,717852.11,16.89
2016-01-08,17.58,17.58,14.74,13.01,671713.25,-2.99,-16.86,16.3,15.019,12.945,849508.77,901949.73,720354.73,21.09
2015-12-31,17.77,18.37,17.73,16.55,606464.25,-0.24,-1.34,16.092,14.785,12.761,850500.05,909774.64,726492.27,19.05
2015-12-25,15.38,18.48,17.97,15.0,973659.81,2.51,16.23,15.222,14.266,12.517,956992.22,952536.32,747406.8,30.55
2015-12-18,15.39,16.06,15.46,14.95,813532.94,-0.14,-0.9,14.39,13.729,12.213,925357.07,953283.5,745500.44,25.52
2015-12-11,13.72,15.71,15.6,13.66,1182173.62,1.9,13.87,14.044,13.284,11.968,958253.71,899038.92,740373.02,37.09
2015-12-04,13.48,14.25,13.7,12.5,676669.62,0.32,2.39,13.738,12.755,11.838,954390.68,795822.68,726081.53,21.23
2015-11-27,13.81,15.5,13.38,13.29,1138925.12,-0.43,-3.11,13.478,12.388,11.769,969049.24,774429.75,741558.83,35.73
2015-11-20,13.35,14.86,13.81,13.3,815484.06,0.08,0.58,13.31,12.073,11.644,948080.42,697617.39,730128.1,25.58
2015-11-13,13.91,14.57,13.73,13.68,978016.12,-0.34,-2.42,13.068,11.721,11.533,981209.94,663731.52,743001.07,30.68
2015-11-06,12.07,14.29,14.07,11.98,1162858.5,1.67,13.47,12.524,11.2,11.675,839824.13,596254.69,717309.6,36.48
2015-10-30,12.61,12.9,12.4,11.7,749962.38,-0.14,-1.12,11.772,10.87,11.89,637254.67,538759.73,691143.58,23.53
2015-10-23,12.6,13.42,12.54,11.46,1034081.06,-0.06,-0.48,11.298,10.736,12.367,579810.26,543209.9,691538.91,32.44
2015-10-16,11.0,12.87,12.6,10.96,981131.62,1.59,14.44,10.836,10.767,12.886,447154.36,542277.28,694244.21,30.78
2015-10-09,10.38,11.03,11.01,10.33,271087.09,0.7,6.79,10.374,10.696,13.131,346253.11,537717.38,711638.64,8.5
2015-09-30,10.05,10.5,10.31,9.92,150011.2,0.28,2.79,9.876,10.652,13.431,352685.25,581707.12,785555.83,4.71
2015-09-25,9.99,11.1,10.03,9.9,462740.31,-0.2,-1.96,9.968,10.921,13.691,440264.79,656340.38,862971.63,14.52
2015-09-18,10.29,10.39,10.23,8.65,370801.56,-0.06,-0.58,10.174,11.15,13.867,506609.54,708687.92,882098.83,11.63
2015-09-11,8.79,10.51,10.29,8.62,476625.38,1.77,20.77,10.698,11.214,14.085,637400.2,762638.8,926700.36,14.95
2015-09-02,10.78,10.78,8.52,8.32,303247.81,-2.25,-20.89,11.018,11.345,14.271,729181.65,822270.61,971555.04,9.51
2015-08-28,10.28,10.77,10.77,8.96,587908.88,-0.29,-2.62,11.428,12.149,14.488,810728.99,838364.5,1018239.16,18.44
2015-08-21,12.7,13.17,11.06,10.62,794464.06,-1.79,-13.93,11.874,12.91,14.613,872415.97,843527.43,1055894.98,24.92
2015-08-14,11.85,13.29,12.85,11.85,1024754.88,0.96,8.07,12.126,13.998,14.751,910766.3,839867.93,1079901.53,32.15
2015-08-07,10.47,11.89,11.89,9.68,935532.62,1.32,12.49,11.73,15.004,14.721,887877.4,846211.14,1086892.57,29.35
2015-07-31,12.78,13.19,10.57,10.53,710984.5,-2.43,-18.69,11.672,15.565,14.717,915359.58,885559.89,1096947.8,22.31
2015-07-24,12.32,14.05,13.0,12.16,896343.81,0.68,5.52,12.87,16.209,14.723,866000.01,989404.54,1083184.79,28.12
2015-07-17,11.8,13.05,12.32,9.99,986215.69,1.45,13.34,13.946,16.46,14.598,814638.89,1069602.89,1071062.79,30.94
2015-07-10,12.76,12.76,10.87,8.56,910310.38,-0.73,-6.29,15.87,16.583,14.496,768969.56,1055509.74,1035273.87,28.56
2015-07-03,16.95,17.0,11.6,11.18,1072943.5,-4.96,-29.95,18.278,16.955,14.469,804544.89,1090761.91,997502.06,33.66
2015-06-26,18.7,19.07,16.56,16.55,464186.69,-1.82,-9.9,19.458,17.196,14.397,855760.21,1120839.47,966011.38,15.07
2015-06-19,21.98,22.0,18.38,18.01,639538.19,-3.56,-16.23,19.548,16.827,14.04,1112809.07,1198113.82,959271.82,20.76
2015-06-12,22.8,23.03,21.94,21.02,757869.06,-0.97,-4.23,18.974,16.316,13.593,1324566.89,1268262.54,948324.88,24.6
2015-06-05,17.3,24.49,22.91,17.3,1088187.0,5.41,30.91,17.296,15.504,12.97,1342049.91,1319935.13,937715.41,35.32
2015-05-29,16.77,19.2,17.5,15.6,1329020.12,0.49,2.88,15.632,14.438,12.282,1376978.94,1327573.99,897253.61,43.14
2015-05-22,15.29,17.77,17.01,15.08,1749431.0,1.5,9.67,14.934,13.868,11.866,1385918.74,1308335.71,853817.93,56.78
2015-05-15,13.58,15.95,15.51,13.4,1698327.25,1.96,14.46,14.106,13.237,11.456,1283418.56,1176965.03,776540.14,55.12
2015-05-08,15.06,15.06,13.55,12.68,845284.19,-1.04,-7.13,13.658,12.735,11.146,1211958.19,1072522.69,723290.89,27.44
2015-04-30,14.18,14.88,14.59,13.65,1262832.12,0.58,4.14,13.712,12.409,10.98,1297820.35,1015038.0,720165.54,40.99
2015-04-24,12.72,14.05,14.01,12.5,1373719.12,1.14,8.86,13.244,11.982,10.798,1278169.05,904242.2,725534.67,44.59
2015-04-17,13.25,13.98,12.87,12.56,1236930.12,-0.4,-3.01,12.802,11.597,10.612,1230752.67,811183.3,694675.8,40.15
