date,open,high,close,low,volume,amount
2017-12-08,44.97,45.66,44.78,44.71,9848137.0,444927807.0
2017-12-07,44.69,45.58,44.85,44.53,8182369.0,368840289.0
2017-12-06,44.17,45.07,44.95,43.7,11046787.0,490239674.0
2017-12-05,47.3,47.79,43.96,42.88,23178837.0,1045587171.0
2017-12-04,47.7,47.85,47.28,47.06,7485030.0,355076012.0
2017-12-01,47.2,48.3,47.9,47.0,10236825.0,489956711.0
2017-11-30,48.01,48.48,46.96,46.8,12066874.0,573913244.0
2017-11-29,49.5,49.5,48.5,47.6,11065560.0,536079812.0
2017-11-28,48.47,49.65,49.48,48.2,10069127.0,492606752.0
2017-11-27,49.33,50.39,48.33,47.85,12488649.0,613052002.0
2017-11-24,49.5,50.61,48.99,48.9,12056667.0,601094837.0
2017-11-23,51.81,52.15,50.0,49.9,15482440.0,791418545.0
2017-11-22,51.9,53.68,52.33,51.5,17051375.0,896903839.0
2017-11-21,51.28,53.27,52.28,51.0,19989680.0,1040856526.0
2017-11-20,51.0,51.83,51.36,49.11,20228677.0,1021557943.0
2017-11-17,54.3,55.7,52.14,51.76,25552116.0,1380171380.0
2017-11-16,53.72,54.8,53.91,53.5,14426163.0,781531316.0
2017-11-15,56.0,56.99,53.94,53.87,23338895.0,1287633417.0
2017-11-14,57.01,57.34,56.33,55.89,20399031.0,1151918885.0
2017-11-13,56.21,57.8,57.49,55.59,29140552.0,1655381243.0
2017-11-10,53.4,56.7,56.64,53.21,35517841.0,1963262287.0
2017-11-09,53.0,53.79,53.51,52.81,12113762.0,645725516.0
2017-11-08,54.99,54.99,53.35,53.32,19395608.0,1050967098.0
2017-11-07,54.22,54.75,54.69,53.6,18999023.0,1028093378.0
2017-11-06,52.79,54.5,54.44,52.5,20369397.0,1095835694.0
2017-11-03,53.34,54.1,52.85,52.06,17734691.0,938306792.0
2017-11-02,52.78,54.35,53.34,52.29,23640002.0,1269073569.0
2017-11-01,51.14,53.7,52.66,50.76,16733249.0,878525464.0
2017-10-31,50.5,51.4,51.08,50.3,8413126.0,427923799.0
2017-10-30,52.01,52.68,50.47,50.38,12874124.0,659322566.0
2017-10-27,52.5,52.5,52.12,51.52,9325929.0,483608436.0
2017-10-26,51.22,52.55,52.42,51.02,13703249.0,711453203.0
2017-10-25,50.21,51.77,51.46,50.06,12060104.0,617729729.0
2017-10-24,50.5,50.66,50.01,49.16,8054206.0,400408667.0
2017-10-23,49.82,50.85,50.47,49.82,7274124.0,366278568.0
2017-10-20,48.98,49.98,49.8,48.94,7539146.0,374036438.0
2017-10-19,50.73,51.16,49.06,48.6,15128042.0,750352841.0
2017-10-18,51.86,52.05,50.66,50.3,11711977.0,600224742.0
2017-10-17,51.25,52.2,51.7,51.0,9877151.0,509677465.0
2017-10-16,54.06,55.0,51.62,51.56,18679626.0,989470825.0
2017-10-13,54.0,54.48,54.03,53.39,9054045.0,487288537.0
2017-10-12,54.02,55.58,54.29,53.6,13941890.0,760889691.0
2017-10-11,54.75,54.78,54.09,53.36,15301248.0,825719718.0
2017-10-10,52.86,55.63,54.86,52.62,24696780.0,1350282334.0
2017-10-09,52.8,52.98,52.68,51.8,12867133.0,675431093.0
2017-09-29,50.88,51.59,51.04,50.87,7065911.0,361681358.0
2017-09-28,50.91,51.87,50.92,50.78,9980911.0,511415082.0
2017-09-27,51.26,51.58,51.28,50.83,9036186.0,463003867.0
2017-09-26,50.48,51.4,51.26,50.35,9583385.0,488138327.0
2017-09-25,51.12,52.29,50.55,50.45,11742958.0,601373835.0
2017-09-22,53.05,53.05,51.57,51.5,18629067.0,971019319.0
2017-09-21,54.44,55.1,53.55,53.43,18135897.0,984611189.0
2017-09-20,53.0,54.59,54.55,52.56,19260621.0,1034445879.0
2017-09-19,54.2,54.95,53.32,53.17,14470411.0,781064567.0
2017-09-18,52.6,54.2,54.04,52.52,17985148.0,964265425.0
2017-09-15,52.54,53.85,52.47,52.0,20004665.0,1057322197.0
2017-09-14,54.1,54.55,52.81,52.7,18793079.0,1006616257.0
2017-09-13,54.1,54.55,53.94,53.45,13571847.0,733939182.0
