date,open,high,close,low,volume,amount
2017-12-08,3.79,3.84,3.82,3.79,6243534.0,23871475.0
2017-12-07,3.74,3.83,3.8,3.72,9299288.0,35157078.0
2017-12-06,3.72,3.76,3.76,3.69,6500521.0,24213126.0
2017-12-05,3.86,3.86,3.74,3.7,8560120.0,32414971.0
2017-12-04,3.88,3.9,3.85,3.84,6444488.0,24954441.0
2017-12-01,3.88,3.9,3.9,3.86,4963489.0,19264637.0
2017-11-30,3.9,3.92,3.88,3.87,5443590.0,21187328.0
2017-11-29,3.9,3.92,3.91,3.87,6041703.0,23548114.0
2017-11-28,3.85,3.9,3.89,3.85,4353500.0,16897203.0
2017-11-27,3.88,3.89,3.86,3.85,4541100.0,17568162.0
2017-11-24,3.89,3.9,3.88,3.84,5828498.0,22549591.0
2017-11-23,3.93,3.95,3.88,3.86,7594280.0,29674386.0
2017-11-22,3.98,4.01,3.94,3.9,9852936.0,38971169.0
2017-11-21,3.96,3.99,3.98,3.95,7263089.0,28825888.0
2017-11-20,3.94,3.99,3.97,3.86,8648941.0,33867980.0
2017-11-17,4.07,4.08,3.96,3.94,14313600.0,57316398.0
2017-11-16,4.08,4.12,4.08,4.07,10108343.0,41433884.0
2017-11-15,4.07,4.12,4.06,4.05,10209664.0,41694180.0
2017-11-14,4.06,4.09,4.07,4.05,6160196.0,25030589.0
2017-11-13,4.09,4.1,4.07,4.06,8061399.0,32872366.0
2017-11-10,4.13,4.14,4.1,4.08,8393256.0,34418482.0
2017-11-09,4.13,4.15,4.13,4.11,6713133.0,27692398.0
2017-11-08,4.11,4.16,4.13,4.1,8391260.0,34723102.0
2017-11-07,4.12,4.14,4.12,4.08,6703286.0,27544717.0
2017-11-06,4.05,4.12,4.11,4.04,7645113.0,31210633.0
2017-11-03,4.12,4.19,4.1,4.07,15191432.0,62879563.0
2017-11-02,4.12,4.14,4.05,4.05,8133896.0,33262901.0
2017-11-01,4.16,4.18,4.13,4.12,7098400.0,29464845.0
2017-10-31,4.11,4.18,4.16,4.09,9123791.0,37719240.0
2017-10-30,4.24,4.24,4.1,4.09,14670113.0,60661768.0
2017-10-27,4.28,4.3,4.25,4.23,8218914.0,35067940.0
