date,open,high,close,low,volume,amount
2010-10-17,23.44,24.22,18.52,15.52,140536996.0,3732794752.0
2010-10-24,18.51,22.65,22.41,17.39,95721026.0,2477482208.0
2010-10-31,23.12,26.95,26.23,22.72,103580126.0,3312788288.0
2010-11-07,26.49,29.13,23.75,22.96,77941588.0,2588893664.0
2010-11-14,24.01,27.08,23.22,22.93,51449560.0,1647982688.0
2010-11-21,23.63,24.37,23.0,21.1,34524944.0,1013188080.0
2010-11-28,22.97,24.1,23.09,21.66,27912482.0,829728824.0
2010-12-05,23.12,23.4,22.35,21.33,18735546.0,542238472.0
2010-12-12,22.59,22.7,21.09,20.25,13930422.0,383323804.0
2010-12-19,21.33,22.82,22.36,21.02,16313634.0,465897928.0
2010-12-26,22.58,23.83,21.72,21.1,21139008.0,613966032.0
2011-01-02,21.72,22.23,21.56,19.55,11676958.0,313128376.0
2011-01-09,21.72,21.95,20.58,20.56,6292836.0,172948776.0
2011-01-16,20.74,20.78,18.05,17.74,20775636.0,506187488.0
2011-01-23,18.08,18.63,16.95,14.35,17053307.0,389565908.0
2011-01-30,14.68,14.77,14.57,13.75,4597108.0,98742968.0
2011-02-06,14.49,15.66,15.33,14.23,3550859.0,80258540.0
2011-02-13,15.22,15.88,15.52,14.72,4648434.0,106417310.0
2011-02-20,15.66,17.48,16.61,15.36,13795860.0,339143740.0
2011-02-27,16.37,17.26,16.1,16.03,8619425.0,213341484.0
2011-03-06,16.13,16.65,15.88,15.46,6349531.0,153587568.0
2011-03-13,15.95,16.48,15.95,15.8,5909578.0,142574270.0
2011-03-20,15.39,16.31,15.56,15.28,7766913.0,182576862.0
2011-03-27,15.55,15.71,15.6,15.28,3928938.0,91287309.0
2011-04-03,15.68,16.43,14.51,14.29,13074907.0,301308074.0
2011-04-10,14.41,14.89,14.65,14.34,3364515.0,73795700.0
2011-04-17,14.61,14.72,14.29,13.92,7523747.0,160460792.0
2011-04-24,14.17,14.54,14.33,13.75,4185735.0,89014081.0
2011-05-01,14.29,14.29,12.75,12.49,4101519.0,81206180.0
2011-05-08,12.72,13.54,13.07,12.72,3939580.0,76195368.0
2011-05-15,13.21,13.37,12.71,12.53,3201083.0,61612310.0
2011-05-22,12.74,13.11,12.9,12.46,2593087.0,49001092.0
2011-05-29,12.9,12.9,11.72,11.7,4181632.0,75966429.0
2011-06-05,11.64,12.52,12.4,11.64,5333834.0,95451461.0
2011-06-12,12.27,12.53,11.51,11.24,3631037.0,64239424.0
2011-06-19,11.25,12.01,11.32,11.25,2872483.0,49013911.0
2011-06-26,11.32,12.04,11.96,10.97,4116038.0,69898175.0
2011-07-03,11.92,12.9,12.31,11.85,7939675.0,144937261.0
2011-07-10,12.52,13.17,12.55,12.32,7433911.0,138750448.0
2011-07-17,12.48,16.28,15.56,12.48,26764948.0,578580088.0
2011-07-24,15.45,16.64,14.5,14.46,20972343.0,480175200.0
2011-07-31,14.28,15.92,14.95,13.64,17184646.0,385082488.0
2011-08-07,14.56,15.29,13.51,13.21,10504072.0,223593628.0
2011-08-14,13.21,13.47,13.11,11.3,12899998.0,242371000.0
2011-08-21,13.15,15.21,14.83,13.04,19518001.0,410380996.0
2011-08-28,14.54,16.46,15.29,14.39,27852963.0,627637480.0
2011-09-04,15.1,15.61,15.06,14.01,15168632.0,332811208.0
2011-09-11,14.96,17.0,16.76,13.68,28036095.0,647918680.0
2011-09-18,16.26,17.4,16.32,15.94,26130760.0,639855936.0
2011-09-25,16.26,16.62,15.82,14.7,22593358.0,526986928.0
2011-10-02,15.58,16.93,16.21,14.44,20514272.0,483914904.0
2011-10-16,16.94,21.55,21.55,16.18,56085061.0,1534981552.0
2011-10-23,21.55,22.36,20.1,19.64,49449929.0,1519237056.0
2011-10-30,18.92,21.5,19.96,18.19,43800269.0,1286074656.0
2011-11-06,19.91,22.34,20.25,19.63,46041610.0,1417190784.0
2011-11-13,20.24,21.06,19.97,19.64,24342900.0,726696000.0
2011-11-20,20.27,23.81,22.01,19.97,47686380.0,1556267952.0
2011-11-27,21.84,24.67,23.04,21.31,38959755.0,1335946528.0
2011-12-04,22.96,23.33,22.47,20.39,35913340.0,1167340544.0
2011-12-11,22.16,22.54,20.26,19.68,25792274.0,784859528.0
2011-12-18,20.18,20.59,18.28,17.09,21800069.0,593404848.0
2011-12-25,17.88,19.05,17.03,16.39,24546490.0,648529944.0
2012-01-01,16.87,17.48,16.36,15.05,18023283.0,427018620.0
2012-01-08,16.32,17.13,16.74,15.44,14217923.0,339562560.0
2012-01-15,16.59,18.65,17.41,16.47,28171154.0,738309280.0
2012-01-22,25.17,26.65,24.9,22.52,20648315.0,515329464.0
2012-02-05,24.79,27.39,27.07,24.64,22734706.0,602487512.0
